dr_id,question_1,question_2,label,question_1_length,question_2_length,processed_question_1,processed_question_2
3,"My 7 year old suffers from severe seasonal allergies and has been prescribed daily doses of antihistamine, can you suggest any natural remedies?",My little one is 7 years old and is taking antihistamine daily for his seasonal allergies. Can you sugest some natural remedies that can help her?,1,144,146,7 year old suffer severe seasonal allergy prescribe daily dose antihistamine suggest natural remedy,little one 7 year old take antihistamine daily seasonal allergy sugest natural remedy help
3,My boyfriends penis turned black and blue under the head of it last night after sex. There is swelling but no pain. It looks like blood blisters?,Is it concerning if the penis gets swollen or blue after sexual intercourse?,0,145,76,boyfriends penis turn black blue head last night sex swell pain look like blood blister,concern penis get swollen blue sexual intercourse
3,My boyfriends penis turned black and blue under the head of it last night after sex. There is swelling but no pain. It looks like blood blisters?,"We are very worried because my boyfriend's penis seems to have blood blisters. His penis turned black, blue after sex last night. He says that it does not hurt but it does look swollen. What should he do now?",1,145,208,boyfriends penis turn black blue head last night sex swell pain look like blood blister,worried boyfriend penis seem blood blister penis turn black blue sex last night say hurt look swollen
3,My child is a sore loser. Any suggestions?,Do you think some counselling by a psychologist can help someone who has mood swings or is a sore loser?,0,42,104,child sore loser suggestion,think counselling psychologist help someone mood swing sore loser
3,My child is a sore loser. Any suggestions?,"I am really worried about my child- She getsangry easily and blames others for all her acts, feels like she is a sore loser. Is this a medical problem and should I seek any help from some psychologist?",1,42,201,child sore loser suggestion,really worried getsangry easily blame other act feel like sore loser medical problem seek help psychologist
3,My grandfather has lung cancer and has it in his heart. He hasnt been making a lot of sense and has been falling alot. The hospice nurse took him off diuretic meds.About how long does he have? I live in a different state and would like to be there?,Can lung cancer with metastases to heart result in loss of consciosuness and delirium?,0,248,86,grandfather lung cancer heart have not make lot sense fall alot hospice nurse take diuretic long live different state would like,lung cancer metastasis heart result loss consciosuness delirium
3,My grandfather has lung cancer and has it in his heart. He hasnt been making a lot of sense and has been falling alot. The hospice nurse took him off diuretic meds.About how long does he have? I live in a different state and would like to be there?,"I am worried about my grandfather. He has been hospiced for lung cancer which has spread to his heart. Recently, he has been losing consciousness and seems to be talking illogical. He has been taken off the diuretics. I want to know how much time does he have? I want to be with him in his last days.",1,248,300,grandfather lung cancer heart have not make lot sense fall alot hospice nurse take diuretic long live different state would like,worried grandfather hospiced lung cancer spread heart recently lose consciousness seem talk illogical take diuretic want know much time want last day
3,My mom is about 75 yesrs old. Her BP and sugar r under control. Sometimes her urination frequency increases despite normal sugar. Whst could be problm?,Can high blood pressure and diabetes result in increased frequency of urination?,0,151,80,mom 75 yesr old bp sugar r control sometimes urination frequency increase despite normal sugar whst could problm,high blood pressure diabete result increase frequency urination
3,My mom is about 75 yesrs old. Her BP and sugar r under control. Sometimes her urination frequency increases despite normal sugar. Whst could be problm?,"My mother is a diabetic and is hypertesnive as well but her blood pressure and blood sugar have been under control for some time now but she complains of increase in frequency of urination, I am not sure what could be the cause. ",1,151,229,mom 75 yesr old bp sugar r control sometimes urination frequency increase despite normal sugar whst could problm,mother diabetic hypertesnive well blood pressure blood sugar control time complain increase frequency urination sure could cause
3,"On mini pill.  35 day cycle of last menstrual period.  4 day menstruation.  2 days after bleeding ended feel like i'm ovulating, ache in lower right.",I am experiencing some ache in my right lower abdomen and it feels like ovulation pain. My period just ended 2 days ago. I am confused if ovulation occurs while on mini pills and if ovulation can occur 2 days after the period gets over. I am on mini pills and I have 35 days cycle and my period usually lasts 4 days.,1,149,316,mini pill 35 day cycle last menstrual period 4 day menstruation 2 day bleed end feel like ovulate ache lower right,experience ache right lower abdomen feel like ovulation pain period end 2 day ago confused ovulation occur mini pill ovulation occur 2 day period get mini pill 35 day cycle period usually last 4 day
3,"On mini pill.  35 day cycle of last menstrual period.  4 day menstruation.  2 days after bleeding ended feel like i'm ovulating, ache in lower right.",When can I start mini pills if my period ended 2 days ago? I usually have a 35 days cycle and I am expecting ovulation next week as per my period tracker.,0,149,154,mini pill 35 day cycle last menstrual period 4 day menstruation 2 day bleed end feel like ovulate ache lower right,start mini pill period end 2 day ago usually 35 day cycle expect ovulation next week per period tracker
3,Please advise if it's normal or okay if i'm cramping during my fertile days ?,Is it normal to have abdominal cramps during the fertile days or when I am ovulating?,1,77,85,please advise normal okay cramp fertile day,normal abdominal cramp fertile day ovulate
3,Please advise if it's normal or okay if i'm cramping during my fertile days ?,"We have been trying to conceive for a few months now. This time, I did not exoperience cramps during my expected fertile days. Does that mean I did not ovulate this month?",0,77,171,please advise normal okay cramp fertile day,try conceive month time exoperience cramp expect fertile day mean ovulate month
3,Please recommend the best beer to prevent hangover?,Do you know if there is any brand of beer that will not give hangover? I am going to my see my friends tonight and tomorrow I have an important meeting and I do not want to get hangover.,1,51,186,please recommend good beer prevent hangover,know brand beer give hangover go see friend tonight tomorrow important meeting want get hangover
3,Please recommend the best beer to prevent hangover?,How to deal with hangover due to beer?,0,51,38,please recommend good beer prevent hangover,deal hangover due beer
3,Please tell me what is adrenal disease and what causes these?,Can adrenal gland disorders be cured?,0,61,37,please tell adrenal disease cause,adrenal gland disorder cure
3,Please tell me what is adrenal disease and what causes these?,My uncle has been diagnosed with adrenal disease. Could you please explain more about the condition and what are the causes?,1,61,124,please tell adrenal disease cause,uncle diagnose adrenal disease could please explain condition cause
3,"Posterior vitreous detachments eye-p.v.d., what is this?",How posterior viterous detachment of eye is treated?,0,56,52,posterior vitreous detachment,posterior viterous detachment eye treat
3,"Posterior vitreous detachments eye-p.v.d., what is this?",I saw my eye doctor and he said that flashes in my vision are due to posterior viterous detachment. I am not sure what it is... Can you please help me?,1,56,151,posterior vitreous detachment,see eye doctor say flash vision due posterior viterous detachment sure please help
3,Radiologist read my pelvic CT scan incorrectly I went in to ER for very bad pelvic pain and back aches. They ordered a no contrast CT scan of pelvis. The first CT scan report read right ovary is larger than left (i don't have a left) with somewhat heterog,"I am a little confused. I think the radiologist in the ER ready my CT scan incorrectly. Actually, I went to ER for bad pelvic pain and back ache and the scan report read that may right ovary is larger than the left with some heterogeneity. But I don't have a left ovary. Do you think it is possible to see left ovary on a scan if I don't have it?",1,255,346,radiologist read pelvic ct scan incorrectly go er bad pelvic pain back ache order contrast ct scan pelvis first ct scan report read right ovary large left left somewhat heterog,little confused think radiologist er ready ct scan incorrectly actually go er bad pelvic pain back ache scan report read may right ovary large left heterogeneity left ovary think possible see left ovary scan
3,Radiologist read my pelvic CT scan incorrectly I went in to ER for very bad pelvic pain and back aches. They ordered a no contrast CT scan of pelvis. The first CT scan report read right ovary is larger than left (i don't have a left) with somewhat heterog,I have bad pelvic pain and back ache and a history of ovarian tumor in the past for which the left ovary has been removed. I had a CT scan recently and everything looked okay. Do you think I need some more investigations?,0,255,221,radiologist read pelvic ct scan incorrectly go er bad pelvic pain back ache order contrast ct scan pelvis first ct scan report read right ovary large left left somewhat heterog,bad pelvic pain back ache history ovarian tumor past left ovary remove ct scan recently everything look okay think need investigation
3,Should I use a cream of benzoyl peroxide or a soap?,I am looking for some good way to treat my acne. I have benzoyl peroxide ointment and an anti-acne soap at home. Which of these two do you think would be better for me?,1,51,168,use cream benzoyl peroxide soap,look good way treat acne benzoyl peroxide ointment soap home two think would well
3,Should I use a cream of benzoyl peroxide or a soap?,"I have tried benzoyl peroxide and antibacterial soap for my acne, but nothing helped. Is there anything else that I can try at home to get rid of the acne?",0,51,155,use cream benzoyl peroxide soap,try benzoyl peroxide antibacterial soap acne nothing help anything else try home get rid acne
3,"Sir, my mom and i are unsure if i have herpes or a cold sore any suggestions??",I have a question. Can genital herpes result in cold sores?,0,78,59,sir mom unsure herpes cold sore suggestion,question genital herpes result cold sore
3,"Sir, my mom and i are unsure if i have herpes or a cold sore any suggestions??",I have developed a painful bump on my lips today. I showed it to my mom also and she thinks that it could be a cold sore. I have recently got sexually active and I do not wnat to get herpes. Are the cold sores caused by herpes and how I can be sure that the sore is not due to herpes?,1,78,284,sir mom unsure herpes cold sore suggestion,develop painful bump lip today show mom also think could cold sore recently get sexually active wnat get herpes cold sore cause herpes sure sore due herpes
3,"Sometimes I dream when I am sleeping, but I am awake, and know I am, but dreaming too. Kinda like hallucinating. What causes this? How can I stop it?","I am not sure how to explain but sometimes, when I am dreaming in my sleep, I am aware of dreaming and I am not sure if this is hallucination or something else. Do you know what could be the cause and how I can stop this?",1,149,221,sometimes dream sleep awake know dream kinda like hallucinate cause stop,sure explain sometimes dream sleep aware dream sure hallucination something else know could cause stop
3,"Sometimes I dream when I am sleeping, but I am awake, and know I am, but dreaming too. Kinda like hallucinating. What causes this? How can I stop it?",I have been getting nightmares during my sleep for a few weeks. I am on anti-depressants and I have been hallucinating too. Do you think these could be side effects of the anti-depressant I am taking?,0,149,200,sometimes dream sleep awake know dream kinda like hallucinate cause stop,get nightmare sleep week hallucinate think could side effect take
3,Still have a dry non productive cough nose stuffed but no fever and occasional headaches what should I do?,"Can allergy result in dry cough, stuffy nose, fever and a headache?",0,106,67,still dry non productive cough nose stuff fever occasional headache,allergy result dry cough stuffy nose fever headache
3,Still have a dry non productive cough nose stuffed but no fever and occasional headaches what should I do?,"I have finished the course of antibiotic which was prescribed by my doctor but I still have dry cough, stuffy nose and occasional headache. The fever has subsided though. What do you suggest? Can I try something at home?",1,106,220,still dry non productive cough nose stuff fever occasional headache,finish course antibiotic prescribe doctor still dry cough stuffy nose occasional headache fever subside though suggest try something home
3,"Stroke at 90 . At this stage, would a speech therapy help her?",My grandmother is 90 and she suffered a stroke recently. Do you think speech therapy can help her?,1,62,98,stroke 90 stage would speech therapy help,grandmother 90 suffer stroke recently think speech therapy help
3,"Stroke at 90 . At this stage, would a speech therapy help her?",What are some common symptoms of stroke?,0,62,40,stroke 90 stage would speech therapy help,common symptom stroke
3,Well groups of people should not take aromasin (exemestane)?,Are there any conditions in which aromasin is contradictory?,1,60,60,well group people take aromasin exemestane,condition aromasin contradictory
3,Well groups of people should not take aromasin (exemestane)?,Is there any other anti-cancer drug other than aromasin that might help with breast cancer?,0,60,91,well group people take aromasin exemestane,drug aromasin might help breast cancer
3,What are the best remedies you know for treating a cold sore quickly without scarring?,I have a cold sore which appeared yesterday. I usually use acylovir orally for it but this time I need some quick fix because I have my prom in 3 days and I want it to go away without leaving any scar. Can you help me with some remedies to make it go away at the earliest?,1,86,272,good remedy know treat cold sore quickly without scar,cold sore appear yesterday usually use acylovir orally time need quick fix prom 3 day want go away without leave scar help remedy make go away early
3,What are the best remedies you know for treating a cold sore quickly without scarring?,"There is a sore on my lip that hurts really bad. It appeared 3 days ago after I performed oral sex to a guy I met recently. I am worried that it is a cold sore. I can share a picture also, do you think it could be  cold sore?",0,86,225,good remedy know treat cold sore quickly without scar,sore lip hurt really bad appear 3 day ago perform oral sex guy meet recently worry cold sore share picture also think could cold sore
3,"What are the chances I will eventually get symptoms caused by my wpw? Left ventricular connection. Asymptomatic, diagnosed during a medical. Age20 male","I am a 20 year old male diagnosed with asymptomatic WPW. My doctor mentioned some connection with left ventricle, but I am not completely sure. What are the chnaces that I may develop symptoms due to WPW?",1,151,204,chance eventually get symptom cause wpw left ventricular connection asymptomatic diagnose medical age20 male,20 year old male diagnose asymptomatic wpw doctor mention connection left ventricle completely sure chnace may develop symptom due wpw
3,"What are the chances I will eventually get symptoms caused by my wpw? Left ventricular connection. Asymptomatic, diagnosed during a medical. Age20 male",Is WPW life threatening? Doesn't it need treatment if it is asymptomatic?,0,151,73,chance eventually get symptom cause wpw left ventricular connection asymptomatic diagnose medical age20 male,wpw life threaten need treatment asymptomatic
3,What are the treatment options for frequent urination?,"I have frequent urination, can it be because of UTI?",0,54,52,treatment option frequent urination,frequent urination uti
3,What are the treatment options for frequent urination?,"I have frequent urination for the past 2 days, how can I treat it?",1,54,66,treatment option frequent urination,frequent urination past 2 day treat
3,What can cause me to be lightheaded/dizzy?,"I am a healthy 25 year old but for the past few days, I have been feeling lightheadedness and dizzy, do you know what might be the cause?",1,42,137,cause,healthy 25 year old past day feel lightheadedness dizzy know might cause
3,What can cause me to be lightheaded/dizzy?,Is it normal to have lightheadedness and dizziness in early pregnancy?,0,42,70,cause,normal lightheadedness dizziness early pregnancy
3,"What can I eat before my colonoscopy? They told me clear liquids, but what does that mean? Coffee?s not clear, but they said i can have that. What about orange juice or soda?",I am undergoing colonoscopy next week. What all can I eat and drink before the procedure? Are coffee and orange juice considered clear fluids and is it okay to have them before the procedure?,1,174,191,eat colonoscopy tell clear liquid mean coffee clear say orange juice soda,undergo colonoscopy next week eat drink procedure coffee orange juice consider clear fluid okay procedure
3,"What can I eat before my colonoscopy? They told me clear liquids, but what does that mean? Coffee?s not clear, but they said i can have that. What about orange juice or soda?","I am worried about colonoscopy, is it going to be very uncomfortable? I know about the preparation before the procedure and I plan not to eat after my dinner a night before. Is there anything else I need to know about the procedure?",0,174,232,eat colonoscopy tell clear liquid mean coffee clear say orange juice soda,worried colonoscopy go uncomfortable know preparation procedure plan eat dinner night anything else need know procedure
3,What can someone do for heart disease?,Are heart diseases fatal?,0,38,25,someone heart disease,heart disease fatal
3,What can someone do for heart disease?,"I think I am hypochondriac and I am always worried about heart diseases. I was just wondering if I can do anything to avoid heart diseases and if I have any heart disease, can I take care of it at home?",1,38,202,someone heart disease,think hypochondriac always worried heart disease wonder anything avoid heart disease heart disease take care home
3,What causes a 17 year old girl to experience pain and also a feeling of bubbles popping above the navel area?,"I am a 17 years old healthy girl but for the past 2-3 days, I have been having dull pain around belly button and there is some weird feeling as if some bubbles are popping above my navel area. I wonder what could be the cause of this? ",1,109,235,cause 17 year old girl experience pain also feel bubble pop navel area,17 year old healthy girl past day dull pain around belly button weird feeling bubble pop navel area wonder could cause
3,What causes a 17 year old girl to experience pain and also a feeling of bubbles popping above the navel area?,"My daughter is 17 years old and yesterday we went to see her doctor for pain near navel area and her doctor just mentioned that it could be trapped gas that might be responsible for the pain and bubbling/ popping sensation. She did not give any medication and my daughter still has the same discomfort, it is not that bad though. Do you have any recommendations for her?",0,109,370,cause 17 year old girl experience pain also feel bubble pop navel area,daughter 17 year old yesterday go see doctor pain near navel area doctor mention could trap gas might responsible pain pop sensation give medication daughter still discomfort bad though recommendation
3,What effects can I expect from velcade (bortezomib) chemotherapy?,Are there any better options for chemotherapy other than velcade?,0,65,65,effect expect velcade bortezomib chemotherapy,well option chemotherapy velcade
3,What effects can I expect from velcade (bortezomib) chemotherapy?,What are some common side effects that are expected with velcade chemotherapy?,1,65,78,effect expect velcade bortezomib chemotherapy,common side effect expect velcade chemotherapy
3,What if delayed ejaculation is due to psycological reason? Is there any treatment,How do the doctors conclude that delayed ejalculation is due to psychological reasons?,0,81,86,delay ejaculation due psycological reason treatment,doctor conclude delay ejalculation due psychological reason
3,What if delayed ejaculation is due to psycological reason? Is there any treatment,"I have delayed ejaculation for which I went in for an examination and all the test results have come up negative. I haven't seen my doctor yet to discuss the results but I called his office the nurse told me that I might have delayed ejaculation due to psychological causes. If that is the case, is there any treatment for that?",1,81,328,delay ejaculation due psycological reason treatment,delay ejaculation go examination test result come negative see doctor yet discuss result call office nurse tell might delay ejaculation due psychological cause case treatment
3,What is a functional heart murmur and what precautions need to be taken with one?,"My friend has been diagnosed with a finctional heart murmur, I am so worried about her.. Cn you please help me to understnd what it is, what causes it and is it life threatening? I am sorry for so many questions, but I also want to know if my friend needs to take some precautions.",1,81,281,functional heart murmur precaution need take one,friend diagnose finctional heart murmur worried cn please help understnd cause life threatening sorry many question also want know friend need take precaution
3,What is a functional heart murmur and what precautions need to be taken with one?,Which investigations are needed to diagnose functional heart murmur? I have anemia and can sometimes feel that my heart beat is irregular. Do you I think I need to be worried or see a doctor?,0,81,191,functional heart murmur precaution need take one,investigation need diagnose functional heart murmur anemia sometimes feel heart beat irregular think need worry see doctor
3,What is the definition or description of: hyphema?,Can you please help me understand more about hyphema?,1,50,53,definition description hyphema,please help understand hyphema
3,What is the definition or description of: hyphema?,How hyphema is generally treated?,0,50,33,definition description hyphema,hyphema generally treat
3,What is the life expectancy for someone with mixed connective tissue disease?,How is mixed connective tissue disease diagnosed? What are some complications of this disease that may affect the life expectancy of such patients?,0,77,147,life expectancy someone mix connective tissue disease,mixed connective tissue disease diagnose complication disease may affect life expectancy patient
3,What is the life expectancy for someone with mixed connective tissue disease?,"My grandfather has mixed connective tissue disease, I really love him a lot.. Is this a life threateing condition?If yes, what is the average life expectance of patients with mixed connective disease?",1,77,200,life expectancy someone mix connective tissue disease,grandfather mixed connective tissue disease really love lot life threateing condition yes average life expectance patient mixed connective disease
3,What is the prognosis and best treatment of DVT with pe?,"I am having chest pain and I am worried that it could be PE. Last year, I was diagnosed with DVT, that's why I am scared that it could be PE. Please help!",0,56,154,prognosis good treatment dvt pe,chest pain worried could pe last year diagnose dvt scared could pe please help
3,What is the prognosis and best treatment of DVT with pe?,I am worried that I have DVT and I am going to se my doctor. I just want to know how DVT can be treated and is it life threatening if there is PE due to DVT?,1,56,157,prognosis good treatment dvt pe,worried dvt go se doctor want know dvt treat life threaten pe due dvt
3,What is this rare disease called porphyria?,I am just curious to know what this rare disease called porphyria is?,1,43,69,rare disease call porphyria,curious know rare disease call porphyria
3,What is this rare disease called porphyria?,Is Porphyria curable?,0,43,21,rare disease call porphyria,porphyria curable
3,What kind of diseases or isorders could cause both symptoms of hypothyroidism and juvenile idiopathic arthritis? Or is one a complication of the other,Is there any disease or disorder that can present with symptoms of both hypothyroidism and idiopathic juvenile arthritis? Are both these conditions related to each other?,1,150,170,kind diseases isorders could cause symptom hypothyroidism juvenile idiopathic arthritis one complication,disease disorder present symptom hypothyroidism idiopathic juvenile arthritis condition relate
3,What kind of diseases or isorders could cause both symptoms of hypothyroidism and juvenile idiopathic arthritis? Or is one a complication of the other,My nephew has idiopathic juvenile arthritis and hypothyroidism as well. Do we need to take some special care of his diet? Are there any foods that we should avoid for him?,0,150,171,kind diseases isorders could cause symptom hypothyroidism juvenile idiopathic arthritis one complication,nephew idiopathic juvenile arthritis hypothyroidism well need take special care diet food avoid
3,What might cause a slightly dilated common bile duct when all of the other organs look good?,"I saw my doctor and he mentioned that my common bile duct is slightly dilated. All other organs look healthy, I wonder what could be the cause of that?",1,92,151,might cause slightly dilated common bile duct organ look good,see doctor mention common bile duct slightly dilated organ look healthy wonder could cause
3,What might cause a slightly dilated common bile duct when all of the other organs look good?,What can be done if the common bile duct is dilated?,0,92,52,might cause slightly dilated common bile duct organ look good,do common bile duct dilate
3,What treatment do you suggest me to treat endometrium and ovarian cyst?,"Can conditions like endometriosis and ovarian cyst affect my chances of getting pregnant, if my doctor diagnoses me with these conditions? ",0,71,139,treatment suggest treat endometrium ovarian cyst,condition like endometriosis ovarian cyst affect chance get pregnant doctor diagnose condition
3,What treatment do you suggest me to treat endometrium and ovarian cyst?,"Just came back from our family doctor's office and he mentioned that my daughter might have endometriosis or ovarian cysts which are giving her heavy and irregular periods. We are still waiting for results of scan and blood work, but I wanted to know what treatment is usually suggetsted if she is diagnosed with these conditions?",1,71,330,treatment suggest treat endometrium ovarian cyst,come back family doctor office mention daughter might endometriosis ovarian cyst give heavy irregular period still wait result scan blood work want know treatment usually suggetste diagnose condition
3,When after a flight can deep vein thrombosis occur?,How does deep vein thrombosis develop due to a long flight? ,0,51,60,flight deep vein thrombosis occur,deep vein thrombosis develop due long flight
3,When after a flight can deep vein thrombosis occur?,How long does it usually take for deep vein thrombosis to occur after a long flight?,1,51,84,flight deep vein thrombosis occur,long usually take deep vein thrombosis occur long flight
3,When do you need to seek medical help with MRSA it's red swollen and hurt been kinda sleepy lately and nausea I'm a diabetic sugar been high?,Can MRSA result in nausea and sleepiness? Or do you think my diabetes could be the cause of these symptoms?,0,141,107,need seek medical help mrsa red swollen hurt kinda sleepy lately nausea diabetic sugar high,mrsa result nausea sleepiness think diabete could cause symptom
3,When do you need to seek medical help with MRSA it's red swollen and hurt been kinda sleepy lately and nausea I'm a diabetic sugar been high?,"I think I have MRSA, I have red swollen lesions on my skin and they hurt. I also feel a bit sleepy and nauseated. I am a diabetic also, do you think I should see a doctor in person?",1,141,181,need seek medical help mrsa red swollen hurt kinda sleepy lately nausea diabetic sugar high,think mrsa red swollen lesion skin hurt also feel bit sleepy nauseated diabetic also think see doctor person
3,"When I eat food my throat tightens badly, seemingly from being twisted by a motility disorder. I also get chain spasms and chest pain. No acid reflux.",What could be the cause of tightness in throat and chest pain other than acid reflux and motilty disorder?,0,150,106,eat food throat tighten badly seemingly twist motility disorder also get chain spasm chest pain acid reflux,could cause tightness throat chest pain acid reflux motilty disorder
3,"When I eat food my throat tightens badly, seemingly from being twisted by a motility disorder. I also get chain spasms and chest pain. No acid reflux.","Whenever I eat, I feel tightness in my throat and I get chain spasms and chest pain. I never had acid reflux but I have motility disorder but not sure if it could be the cause of this discomfort. ",1,150,196,eat food throat tighten badly seemingly twist motility disorder also get chain spasm chest pain acid reflux,whenever eat feel tightness throat get chain spasm chest pain never acid reflux motility disorder sure could cause discomfort
3,When is it necessary to drink salt water?,Are there any conditions in which drinking saline water is recommended?,1,41,71,necessary drink salt water,condition drink saline water recommend
3,When is it necessary to drink salt water?,Is it safe to drink salt water with a history of hypertension?,0,41,62,necessary drink salt water,safe drink salt water history hypertension
3,Whether cooking in coconut  oil add  or affect the cholesterol  and triglyceride levels?,I am worried about health of my father.  He has been diagnosed with high cholesterol and triglyceride levels. His doctor suggested coconut oil for cooking. But he does not liks it's taste.. Is there any other option of cooking oil besides cocunut oil which is good for him to manage high cholestreol and triglyceride levels?,0,88,324,whether cook coconut oil add affect cholesterol triglyceride level,worried health father diagnose high cholesterol triglyceride level doctor suggest coconut oil cooking liks taste option cooking oil besides cocunut oil good manage high cholestreol triglyceride level
3,Whether cooking in coconut  oil add  or affect the cholesterol  and triglyceride levels?,My grandfather has been diagnosed with high cholesterol levels and we mostly use coconut oil for cooking. Do you think it is good for his health or do you think it can affect badly the cholesterol and triglyceride levels?,1,88,221,whether cook coconut oil add affect cholesterol triglyceride level,grandfather diagnose high cholesterol level mostly use coconut oil cooking think good health think affect badly cholesterol triglyceride level
3,Which body parts can be donated after you die?,Can someone donate lungs after they die?,0,46,40,body part donate die,someone donate lung die
3,Which body parts can be donated after you die?,"I want to donate my organs after I die, which body parts can be donated?",1,46,72,body part donate die,want donate organ die body part donate
3,Why is it every time I eat my upper stomach above my belly button is always bloated and full?? Then eventually I will release gas and it stinks mostly,Do you think eating spicy food can give bloating and fullness in upper abdomen along with stinking gas?,0,150,103,every time eat upper stomach belly button always bloated full eventually release gas stink mostly,think eat spicy food give bloating fullness upper abdomen along stink gas
3,Why is it every time I eat my upper stomach above my belly button is always bloated and full?? Then eventually I will release gas and it stinks mostly,"I have been dealing with an issues related to digestive system. I feel bloated and full after eating and get a discomfort mainly in upper abdomen, above the belly button and it gets better after releasing gas and the gas also stinks. ",1,150,234,every time eat upper stomach belly button always bloated full eventually release gas stink mostly,deal issue relate digestive system feel bloated full eating get discomfort mainly upper abdomen belly button get well release gas gas also stink
3,Why should I participation in an MS clinical trial?,"I have been diagnosed with MS a year ago and undergoing treatment. Recently, my doctor shared about MS clinical trials in my area and asked me if I was interested in enrolling for clinical trails, but I am curious to know how these MS clinical trials are helpful? Do I think I should participate in these trials?",1,51,312,participation ms clinical trial,diagnose ms year ago undergo treatment recently doctor share ms clinical trial area ask interested enrol clinical trails curious know ms clinical trial helpful think participate trial
3,Why should I participation in an MS clinical trial?,My sister has MS and she came across some website where people with MS can enroll for clinical trials but she is not sure if she needs to talk to her treating doctor about that before enrolling? Do you know what exactly are the requirements for such clinical trials?,0,51,266,participation ms clinical trial,sister ms come across website people ms enroll clinical trial sure need talk treat doctor enrol know exactly requirement clinical trial
3,Would 176 RA IgM factor be considered a low positive for rheumatoid factor. What would be considered a positive level. My ccp level is normal.,Are any other tests needed to diagnose rheumatoid arthritis besides RA IgM factor and CCP levels?,0,142,97,would 176 ra igm factor consider low positive rheumatoid factor would consider positive level ccp level normal,test need diagnose rheumatoid arthritis besides ra igm factor ccp level
3,Would 176 RA IgM factor be considered a low positive for rheumatoid factor. What would be considered a positive level. My ccp level is normal.,"I am looking for some more clarification about my lab results. My results say that RA IgM levels are 176, CCP levela are normal. Does that mean it is low positive for rheumatoid factor and what is considered as a positive level?",1,142,228,would 176 ra igm factor consider low positive rheumatoid factor would consider positive level ccp level normal,look clarification lab result result say ra igm level 176 ccp levela normal mean low positive rheumatoid factor consider positive level
4,"3wks postop GB removal.very nauseous, pain, and headache.getting an ultrasound tomorrow to check for fluids.could this be the cause?","My brother is experiencing nausea, headache and pain a month after his gall bladder was removed. I googled and read that some fluid collection around the operated site could cause similar symptoms. Is this true and will an ultrasound help detect it?",1,132,249,3wk postop gb nauseous pain ultrasound tomorrow check cause,brother experience nausea headache pain month gall bladder remove google read fluid collection around operate site could cause similar symptom true ultrasound help detect
4,"3wks postop GB removal.very nauseous, pain, and headache.getting an ultrasound tomorrow to check for fluids.could this be the cause?",What are some post operative effects of gall bladder removal? Can one experience nausea or pain a while after the surgery?,0,132,122,3wk postop gb nauseous pain ultrasound tomorrow check cause,post operative effect gall bladder removal one experience nausea pain surgery
4,A friend and i were fooling around  one night and we are both pretty sure the only thing we did was oral sex...Is there any way i could be pregnant?,Can I and my husband have oral sex when I am pregnant?,0,148,54,friend fool around one night pretty sure thing oral sex way could pregnant,husband oral sex pregnant
4,A friend and i were fooling around  one night and we are both pretty sure the only thing we did was oral sex...Is there any way i could be pregnant?,Can oral sex cause pregnancy?,1,148,29,friend fool around one night pretty sure thing oral sex way could pregnant,oral sex cause pregnancy
4,Are fabric softener allergies immediate or can they appear a few months after using the softener?,"I have been using a new fabric softener for the past one month and noticed some rashes on my hand. But, I also started using a new hand wash. How would I know if it is the fabric softener or the hand wash that is causing the allergy?",1,97,233,fabric softener allergy immediate appear month use softener,use new fabric softener past one month notice rash hand also start use new hand would know fabric softener hand wash cause allergy
4,Are fabric softener allergies immediate or can they appear a few months after using the softener?,What ingredients in a fabric softener can cause allergies?,0,97,58,fabric softener allergy immediate appear month use softener,ingredient fabric softener cause allergy
4,Are there blood test or ultra sounds to see if u have globus pharyngeus? Have what feels like a lump in throat directly under chin to the right.,How can globus pharyngeus be diagnosed? Can a swollen lymph node occur under the chin?,1,144,86,blood test ultra sound see u globus pharyngeus feel like lump throat directly chin right,globus pharyngeus diagnose swollen lymph node occur chin
4,Are there blood test or ultra sounds to see if u have globus pharyngeus? Have what feels like a lump in throat directly under chin to the right.,How can I deal with globus pharyngeus? It is very annoying and feels like an obstruction under my chin.,0,144,103,blood test ultra sound see u globus pharyngeus feel like lump throat directly chin right,deal globus pharyngeus annoying feel like obstruction chin
4,At times it stings/strikes me inside my head? Is it cause of sleep or cold or something else?,I have not been sleeping well for the past few days because of a cold. Can this cause a sharp striking/stinging pain in my head?,1,93,128,time inside head cause sleep cold something else,sleep well past day cold cause sharp pain head
4,At times it stings/strikes me inside my head? Is it cause of sleep or cold or something else?,What can help treat stinging pain in the head because of a cold?,0,93,64,time inside head cause sleep cold something else,help treat sting pain head cold
4,Can a man with impotence or erectile dysfunction ejaculate during sleep and have nocturnal emissions?,Do nocturnal emissions occur in men with erectile dysfunction?,1,101,62,man impotence erectile dysfunction ejaculate sleep nocturnal emission,nocturnal emission occur man erectile dysfunction
4,Can a man with impotence or erectile dysfunction ejaculate during sleep and have nocturnal emissions?,I am 27 years old and have recently been prescribed medication for Erectile dysfunction. I notice that I keep having nocturnal emissions. Is that expected with the medication?,0,101,175,man impotence erectile dysfunction ejaculate sleep nocturnal emission,27 year old recently prescribe medication erectile dysfunction notice keep nocturnal emission expect medication
4,Can anyone heal from solar maculopathy?,How is solar maculopoathy diagnosed?,0,39,36,anyone heal solar maculopathy,solar maculopoathy diagnose
